Spec,Size,Remove,Time,Best?,
specs/genbuf_unreal_wgf.spectra, 3, 3, 0.244,0.000,
specs/genbuf_unreal_wgf.spectra, 3, 4, 0.241,0.000,
specs/genbuf_unreal_wgf.spectra, 3, 5, 0.227,0.000,
specs/genbuf_unreal_wgf.spectra, 3, 6, 0.232,0.000,
specs/genbuf_unreal_wgf.spectra, 3, 7, 0.224,0.000,
specs/genbuf_unreal_wgf.spectra, 3, 8, 0.258,0.000,
specs/genbuf_unreal_wgf.spectra, 3, 9, 0.232,0.000,
specs/genbuf_unreal_wgf.spectra, 3, 10, 0.223,0.000,
specs/genbuf_unreal_wgf.spectra, 3, 11, 0.219,0.000,
specs/genbuf_unreal_wgf.spectra, 3, 12, 0.229,0.000,
specs/genbuf_unreal_wgf.spectra, 3, 13, 0.223,0.000,
specs/genbuf_unreal_wgf.spectra, 3, 14, 0.240,0.000,
specs/genbuf_unreal_wgf.spectra, 3, 15, 0.232,0.000,
specs/genbuf_unreal_wgf.spectra, 3, 16, 0.217,0.000,
specs/genbuf_unreal_wgf.spectra, 3, 17, 0.229,0.000,
specs/genbuf_unreal_wgf.spectra, 3, 18, 0.215,0.000,
specs/genbuf_unreal_wgf.spectra, 3, 19, 0.240,0.000,
specs/genbuf_unreal_wgf.spectra, 3, 20, 0.244,0.000,
specs/genbuf_unreal_wgf.spectra, 3, 21, 0.252,0.000,
specs/genbuf_unreal_wgf.spectra, 3, 22, 0.250,0.000,
specs/genbuf_unreal_wgf.spectra, 3, 23, 0.248,0.000,
specs/genbuf_unreal_wgf.spectra, 3, 24, 0.263,0.000,
specs/genbuf_unreal_wgf.spectra, 3, 25, 0.220,0.000,
specs/genbuf_unreal_wgf.spectra, 3, 26, 0.225,0.000,
specs/genbuf_unreal_wgf.spectra, 3, 27, 0.208,0.000,
specs/genbuf_unreal_wgf.spectra, 3, 31, 0.229,1.000,
specs/genbuf_unreal_wgf.spectra, 3, 32, 0.214,0.000,
specs/genbuf_unreal_wgf.spectra, 3, 33, 0.245,0.000,
specs/genbuf_unreal_wgf.spectra, 3, 34, 0.248,0.000,
specs/genbuf_unreal_wgf.spectra, 3, 35, 0.234,0.000,
specs/genbuf_unreal_wgf.spectra, 3, 36, 0.228,0.000,
specs/genbuf_unreal_wgf.spectra, 3, 37, 0.244,0.000,
specs/genbuf_unreal_wgf.spectra, 3, 38, 0.235,0.000,
specs/genbuf_unreal_wgf.spectra, 3, 39, 0.197,1.000,
specs/genbuf_unreal_wgf.spectra, 3, 40, 0.215,0.000,
specs/genbuf_unreal_wgf.spectra, 3, 41, 0.225,0.000,
specs/genbuf_unreal_wgf.spectra, 3, 42, 0.249,0.000,
specs/genbuf_unreal_wgf.spectra, 3, 43, 0.230,0.000,
specs/genbuf_unreal_wgf.spectra, 3, 44, 0.218,0.000,
specs/genbuf_unreal_wgf.spectra, 3, 45, 0.231,0.000,
specs/genbuf_unreal_wgf.spectra, 3, 46, 0.217,0.000,
specs/genbuf_unreal_wgf.spectra, 3, 47, 0.237,0.000,
specs/genbuf_unreal_wgf.spectra, 3, 48, 0.237,0.000,
specs/genbuf_unreal_wgf.spectra, 3, 49, 0.215,0.000,
specs/genbuf_unreal_wgf.spectra, 3, 50, 0.236,0.000,
specs/genbuf_unreal_wgf.spectra, 3, 51, 0.287,0.000,
specs/genbuf_unreal_wgf.spectra, 4, -1, 2.185,0.000,
specs/genbuf_unreal_wgf.spectra, 4, 0, 2.107,0.000,
specs/genbuf_unreal_wgf.spectra, 4, 1, 2.251,0.000,
specs/genbuf_unreal_wgf.spectra, 4, 2, 2.157,0.000,
specs/genbuf_unreal_wgf.spectra, 4, 3, 2.207,0.000,
specs/genbuf_unreal_wgf.spectra, 4, 4, 2.158,0.000,
specs/genbuf_unreal_wgf.spectra, 4, 5, 2.176,0.000,
specs/genbuf_unreal_wgf.spectra, 4, 6, 2.133,0.000,
specs/genbuf_unreal_wgf.spectra, 4, 7, 2.057,0.000,
specs/genbuf_unreal_wgf.spectra, 4, 8, 2.130,0.000,
specs/genbuf_unreal_wgf.spectra, 4, 9, 2.095,0.000,
specs/genbuf_unreal_wgf.spectra, 4, 10, 2.152,0.000,
specs/genbuf_unreal_wgf.spectra, 4, 11, 2.175,0.000,
specs/genbuf_unreal_wgf.spectra, 4, 12, 2.093,0.000,
specs/genbuf_unreal_wgf.spectra, 4, 13, 2.093,0.000,
specs/genbuf_unreal_wgf.spectra, 4, 14, 2.121,0.000,
specs/genbuf_unreal_wgf.spectra, 4, 15, 2.085,0.000,
specs/genbuf_unreal_wgf.spectra, 4, 16, 2.196,0.000,
specs/genbuf_unreal_wgf.spectra, 4, 17, 2.119,0.000,
specs/genbuf_unreal_wgf.spectra, 4, 18, 2.200,0.000,
specs/genbuf_unreal_wgf.spectra, 4, 19, 2.081,0.000,
specs/genbuf_unreal_wgf.spectra, 4, 20, 2.072,0.000,
specs/genbuf_unreal_wgf.spectra, 4, 21, 2.191,0.000,
specs/genbuf_unreal_wgf.spectra, 4, 22, 2.213,0.000,
specs/genbuf_unreal_wgf.spectra, 4, 23, 2.139,0.000,
specs/genbuf_unreal_wgf.spectra, 4, 24, 3.717,0.000,
specs/genbuf_unreal_wgf.spectra, 4, 25, 2.191,0.000,
specs/genbuf_unreal_wgf.spectra, 4, 26, 2.124,0.000,
specs/genbuf_unreal_wgf.spectra, 4, 27, 2.162,0.000,
specs/genbuf_unreal_wgf.spectra, 4, 32, 1.039,1.000,
specs/genbuf_unreal_wgf.spectra, 4, 33, 2.185,0.000,
specs/genbuf_unreal_wgf.spectra, 4, 34, 2.101,0.000,
specs/genbuf_unreal_wgf.spectra, 4, 35, 2.185,0.000,
specs/genbuf_unreal_wgf.spectra, 4, 36, 2.120,0.000,
specs/genbuf_unreal_wgf.spectra, 4, 37, 2.126,0.000,
specs/genbuf_unreal_wgf.spectra, 4, 38, 2.103,0.000,
specs/genbuf_unreal_wgf.spectra, 4, 39, 2.213,0.000,
specs/genbuf_unreal_wgf.spectra, 4, 40, 0.959,1.000,
specs/genbuf_unreal_wgf.spectra, 4, 41, 2.112,0.000,
specs/genbuf_unreal_wgf.spectra, 4, 42, 2.092,0.000,
specs/genbuf_unreal_wgf.spectra, 4, 43, 2.163,0.000,
specs/genbuf_unreal_wgf.spectra, 4, 44, 2.221,0.000,
specs/genbuf_unreal_wgf.spectra, 4, 45, 2.112,0.000,
specs/genbuf_unreal_wgf.spectra, 4, 46, 2.203,0.000,
specs/genbuf_unreal_wgf.spectra, 4, 47, 2.254,0.000,
specs/genbuf_unreal_wgf.spectra, 4, 48, 2.159,0.000,
specs/genbuf_unreal_wgf.spectra, 4, 49, 2.246,0.000,
specs/genbuf_unreal_wgf.spectra, 4, 50, 2.141,0.000,
specs/genbuf_unreal_wgf.spectra, 4, 51, 2.187,0.000,
specs/genbuf_unreal_wgf.spectra, 4, 52, 2.279,0.000,
